CPRO,CPRO_NAME,ECONOMIC_SECTOR,YEAR,TOTAL
13,Ciudad Real,Agricultura,2025,17.0
13,Ciudad Real,Construcción,2008,17.25
13,Ciudad Real,Construcción,2009,16.25
13,Ciudad Real,Construcción,2010,16.25
13,Ciudad Real,Construcción,2011,14.25
13,Ciudad Real,Construcción,2012,17.0
13,Ciudad Real,Construcción,2013,17.0
13,Ciudad Real,Construcción,2014,14.25
13,Ciudad Real,Construcción,2015,14.25
13,Ciudad Real,Construcción,2016,17.0
13,Ciudad Real,Construcción,2017,14.5
13,Ciudad Real,Construcción,2018,14.5
13,Ciudad Real,Construcción,2019,14.5
13,Ciudad Real,Construcción,2020,17.0
13,Ciudad Real,Construcción,2021,17.0
13,Ciudad Real,Construcción,2022,17.0
13,Ciudad Real,Construcción,2023,17.0
13,Ciudad Real,Construcción,2024,17.0
13,Ciudad Real,Construcción,2025,14.0
13,Ciudad Real,Industria,2008,17.0
13,Ciudad Real,Industria,2009,16.25
13,Ciudad Real,Industria,2010,17.0
13,Ciudad Real,Industria,2011,15.5
13,Ciudad Real,Industria,2012,15.75
13,Ciudad Real,Industria,2013,15.75
13,Ciudad Real,Industria,2014,17.0
13,Ciudad Real,Industria,2015,15.25
13,Ciudad Real,Industria,2016,17.0
13,Ciudad Real,Industria,2017,17.0
13,Ciudad Real,Industria,2018,16.0
13,Ciudad Real,Industria,2019,17.0
13,Ciudad Real,Industria,2020,17.0
13,Ciudad Real,Industria,2021,17.0
13,Ciudad Real,Industria,2022,17.0
13,Ciudad Real,Industria,2023,17.0
13,Ciudad Real,Industria,2024,17.0
13,Ciudad Real,Industria,2025,16.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,14.25
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,14.25
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,15.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,15.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,17.25
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,16.5
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,15.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,12.5
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,17.0
13,Ciudad Real,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,17.0
13,Ciudad Real,Servicios,2008,17.0
13,Ciudad Real,Servicios,2009,17.0
13,Ciudad Real,Servicios,2010,27.0
13,Ciudad Real,Servicios,2011,27.0
13,Ciudad Real,Servicios,2012,17.0
13,Ciudad Real,Servicios,2013,17.0
13,Ciudad Real,Servicios,2014,26.25
13,Ciudad Real,Servicios,2015,17.0
13,Ciudad Real,Servicios,2016,17.0
13,Ciudad Real,Servicios,2017,17.0
13,Ciudad Real,Servicios,2018,17.0
13,Ciudad Real,Servicios,2019,17.0
13,Ciudad Real,Servicios,2020,28.0
13,Ciudad Real,Servicios,2021,27.25
13,Ciudad Real,Servicios,2022,17.0
13,Ciudad Real,Servicios,2023,17.0
13,Ciudad Real,Servicios,2024,17.0
13,Ciudad Real,Servicios,2025,17.0
14,Córdoba,Agricultura,2008,19.0
14,Córdoba,Agricultura,2009,19.0
14,Córdoba,Agricultura,2010,19.0
14,Córdoba,Agricultura,2011,19.0
14,Córdoba,Agricultura,2012,16.0
14,Córdoba,Agricultura,2013,19.0
14,Córdoba,Agricultura,2014,19.0
14,Córdoba,Agricultura,2015,19.0
14,Córdoba,Agricultura,2016,17.5
14,Córdoba,Agricultura,2017,19.0
14,Córdoba,Agricultura,2018,19.0
14,Córdoba,Agricultura,2019,19.0
14,Córdoba,Agricultura,2020,17.0
14,Córdoba,Agricultura,2021,15.5
14,Córdoba,Agricultura,2022,17.25
14,Córdoba,Agricultura,2023,19.0
14,Córdoba,Agricultura,2024,17.0
14,Córdoba,Agricultura,2025,19.0
14,Córdoba,Construcción,2008,19.0
14,Córdoba,Construcción,2009,16.75
14,Córdoba,Construcción,2010,19.0
14,Córdoba,Construcción,2011,19.0
14,Córdoba,Construcción,2012,19.0
14,Córdoba,Construcción,2013,19.0
14,Córdoba,Construcción,2014,19.0
14,Córdoba,Construcción,2015,15.5
14,Córdoba,Construcción,2016,19.0
14,Córdoba,Construcción,2017,15.25
14,Córdoba,Construcción,2018,19.0
14,Córdoba,Construcción,2019,19.0
14,Córdoba,Construcción,2020,15.5
14,Córdoba,Construcción,2021,19.0
14,Córdoba,Construcción,2022,19.0
14,Córdoba,Construcción,2023,16.0
14,Córdoba,Construcción,2024,19.0
14,Córdoba,Construcción,2025,19.0
14,Córdoba,Industria,2008,19.0
14,Córdoba,Industria,2009,19.0
14,Córdoba,Industria,2010,19.0
14,Córdoba,Industria,2011,19.0
14,Córdoba,Industria,2012,16.5
14,Córdoba,Industria,2013,19.0
14,Córdoba,Industria,2014,19.0
14,Córdoba,Industria,2015,19.0
14,Córdoba,Industria,2016,19.0
14,Córdoba,Industria,2017,16.25
14,Córdoba,Industria,2018,19.0
14,Córdoba,Industria,2019,19.0
14,Córdoba,Industria,2020,19.0
14,Córdoba,Industria,2021,16.75
14,Córdoba,Industria,2022,19.0
14,Córdoba,Industria,2023,19.0
14,Córdoba,Industria,2024,16.75
14,Córdoba,Industria,2025,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,17.25
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,17.25
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,17.75
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,18.5
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,17.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,16.25
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,19.0
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,16.25
14,Córdoba,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,19.0
14,Córdoba,Servicios,2008,28.5
14,Córdoba,Servicios,2009,19.0
14,Córdoba,Servicios,2010,19.0
14,Córdoba,Servicios,2011,28.0
14,Córdoba,Servicios,2012,19.0
14,Córdoba,Servicios,2013,19.0
14,Córdoba,Servicios,2014,19.0
14,Córdoba,Servicios,2015,19.0
14,Córdoba,Servicios,2016,19.0
14,Córdoba,Servicios,2017,19.0
14,Córdoba,Servicios,2018,19.0
14,Córdoba,Servicios,2019,19.0
14,Córdoba,Servicios,2020,28.5
14,Córdoba,Servicios,2021,19.0
14,Córdoba,Servicios,2022,40.5
14,Córdoba,Servicios,2023,19.0
14,Córdoba,Servicios,2024,19.0
14,Córdoba,Servicios,2025,19.0
15,"Coruña, A",Agricultura,2008,13.5
15,"Coruña, A",Agricultura,2009,16.0
15,"Coruña, A",Agricultura,2010,16.0
15,"Coruña, A",Agricultura,2011,13.25
15,"Coruña, A",Agricultura,2012,13.25
15,"Coruña, A",Agricultura,2013,16.0
15,"Coruña, A",Agricultura,2014,16.0
15,"Coruña, A",Agricultura,2015,16.0
15,"Coruña, A",Agricultura,2016,16.0
15,"Coruña, A",Agricultura,2017,16.0
15,"Coruña, A",Agricultura,2018,16.0
15,"Coruña, A",Agricultura,2019,16.0
15,"Coruña, A",Agricultura,2020,13.25
15,"Coruña, A",Agricultura,2021,16.0
15,"Coruña, A",Agricultura,2022,13.25
15,"Coruña, A",Agricultura,2023,13.5
15,"Coruña, A",Agricultura,2024,10.5
15,"Coruña, A",Agricultura,2025,16.0
15,"Coruña, A",Construcción,2008,16.0
15,"Coruña, A",Construcción,2009,14.75
15,"Coruña, A",Construcción,2010,16.0
15,"Coruña, A",Construcción,2011,14.25
15,"Coruña, A",Construcción,2012,14.0
15,"Coruña, A",Construcción,2013,16.0
15,"Coruña, A",Construcción,2014,8.5
15,"Coruña, A",Construcción,2015,16.0
15,"Coruña, A",Construcción,2016,16.0
15,"Coruña, A",Construcción,2017,13.5
15,"Coruña, A",Construcción,2018,16.0
15,"Coruña, A",Construcción,2019,16.0
15,"Coruña, A",Construcción,2020,13.75
15,"Coruña, A",Construcción,2021,16.0
15,"Coruña, A",Construcción,2022,16.0
15,"Coruña, A",Construcción,2023,16.0
15,"Coruña, A",Construcción,2024,16.0
15,"Coruña, A",Construcción,2025,16.0
15,"Coruña, A",Industria,2008,16.0
15,"Coruña, A",Industria,2009,16.0
15,"Coruña, A",Industria,2010,16.0
15,"Coruña, A",Industria,2011,16.0
15,"Coruña, A",Industria,2012,15.25
15,"Coruña, A",Industria,2013,15.0
15,"Coruña, A",Industria,2014,16.0
15,"Coruña, A",Industria,2015,16.0
15,"Coruña, A",Industria,2016,16.0
15,"Coruña, A",Industria,2017,16.0
15,"Coruña, A",Industria,2018,14.75
15,"Coruña, A",Industria,2019,15.5
15,"Coruña, A",Industria,2020,16.0
15,"Coruña, A",Industria,2021,15.25
15,"Coruña, A",Industria,2022,16.0
15,"Coruña, A",Industria,2023,16.0
15,"Coruña, A",Industria,2024,14.75
15,"Coruña, A",Industria,2025,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,13.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,13.75
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,14.5
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,13.75
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,16.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,13.0
15,"Coruña, A",Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,16.0
15,"Coruña, A",Servicios,2008,16.0
15,"Coruña, A",Servicios,2009,16.0
15,"Coruña, A",Servicios,2010,16.0
15,"Coruña, A",Servicios,2011,16.0
15,"Coruña, A",Servicios,2012,16.0
15,"Coruña, A",Servicios,2013,16.0
15,"Coruña, A",Servicios,2014,16.0
15,"Coruña, A",Servicios,2015,16.0
15,"Coruña, A",Servicios,2016,28.5
15,"Coruña, A",Servicios,2017,28.75
15,"Coruña, A",Servicios,2018,29.75
15,"Coruña, A",Servicios,2019,16.0
15,"Coruña, A",Servicios,2020,16.0
15,"Coruña, A",Servicios,2021,16.0
15,"Coruña, A",Servicios,2022,29.5
15,"Coruña, A",Servicios,2023,16.0
15,"Coruña, A",Servicios,2024,16.0
15,"Coruña, A",Servicios,2025,16.0
16,Cuenca,Agricultura,2008,18.75
16,Cuenca,Agricultura,2009,18.25
16,Cuenca,Agricultura,2010,18.5
16,Cuenca,Agricultura,2011,19.5
16,Cuenca,Agricultura,2012,21.0
16,Cuenca,Agricultura,2013,21.0
16,Cuenca,Agricultura,2014,18.25
16,Cuenca,Agricultura,2015,21.0
16,Cuenca,Agricultura,2016,18.75
16,Cuenca,Agricultura,2017,21.0
16,Cuenca,Agricultura,2018,21.0
16,Cuenca,Agricultura,2019,21.0
16,Cuenca,Agricultura,2020,21.0
16,Cuenca,Agricultura,2021,21.0
16,Cuenca,Agricultura,2022,21.0
16,Cuenca,Agricultura,2023,21.0
16,Cuenca,Agricultura,2024,21.0
16,Cuenca,Agricultura,2025,21.0
16,Cuenca,Construcción,2008,21.0
16,Cuenca,Construcción,2009,19.0
16,Cuenca,Construcción,2010,21.0
16,Cuenca,Construcción,2011,21.0
16,Cuenca,Construcción,2012,21.0
16,Cuenca,Construcción,2013,17.5
16,Cuenca,Construcción,2014,21.0
16,Cuenca,Construcción,2015,21.0
16,Cuenca,Construcción,2016,21.0
16,Cuenca,Construcción,2017,17.75
16,Cuenca,Construcción,2018,21.0
16,Cuenca,Construcción,2019,21.0
16,Cuenca,Construcción,2020,21.0
16,Cuenca,Construcción,2021,21.0
16,Cuenca,Construcción,2022,21.0
16,Cuenca,Construcción,2023,17.25
16,Cuenca,Construcción,2024,21.0
16,Cuenca,Construcción,2025,21.0
16,Cuenca,Industria,2008,21.0
16,Cuenca,Industria,2009,19.25
16,Cuenca,Industria,2010,18.5
16,Cuenca,Industria,2011,21.0
16,Cuenca,Industria,2012,21.0
16,Cuenca,Industria,2013,18.5
16,Cuenca,Industria,2014,21.0
16,Cuenca,Industria,2015,19.25
16,Cuenca,Industria,2016,21.0
16,Cuenca,Industria,2017,19.25
16,Cuenca,Industria,2018,18.0
16,Cuenca,Industria,2019,19.75
16,Cuenca,Industria,2020,21.0
16,Cuenca,Industria,2021,19.0
16,Cuenca,Industria,2022,18.5
16,Cuenca,Industria,2023,21.0
16,Cuenca,Industria,2024,21.0
16,Cuenca,Industria,2025,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,13.5
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,20.5
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,17.25
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,16.5
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,21.0
16,Cuenca,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,15.666666666666666
16,Cuenca,Servicios,2008,21.0
16,Cuenca,Servicios,2009,29.5
16,Cuenca,Servicios,2010,29.5
16,Cuenca,Servicios,2011,21.0
16,Cuenca,Servicios,2012,21.0
16,Cuenca,Servicios,2013,28.25
16,Cuenca,Servicios,2014,27.75
16,Cuenca,Servicios,2015,21.0
16,Cuenca,Servicios,2016,21.0
16,Cuenca,Servicios,2017,21.0
16,Cuenca,Servicios,2018,30.0
16,Cuenca,Servicios,2019,21.0
16,Cuenca,Servicios,2020,40.25
16,Cuenca,Servicios,2021,21.0
16,Cuenca,Servicios,2022,21.0
16,Cuenca,Servicios,2023,30.25
16,Cuenca,Servicios,2024,21.0
16,Cuenca,Servicios,2025,21.0
17,Girona,Agricultura,2008,8.75
17,Girona,Agricultura,2009,15.0
17,Girona,Agricultura,2010,12.0
17,Girona,Agricultura,2011,15.0
17,Girona,Agricultura,2012,15.0
17,Girona,Agricultura,2013,15.0
17,Girona,Agricultura,2014,11.75
17,Girona,Agricultura,2015,15.0
17,Girona,Agricultura,2016,15.0
17,Girona,Agricultura,2017,12.0
17,Girona,Agricultura,2018,15.0
17,Girona,Agricultura,2019,15.0
17,Girona,Agricultura,2020,11.75
17,Girona,Agricultura,2021,15.0
17,Girona,Agricultura,2022,15.0
17,Girona,Agricultura,2023,15.0
17,Girona,Agricultura,2024,15.0
17,Girona,Agricultura,2025,15.0
17,Girona,Construcción,2008,15.0
17,Girona,Construcción,2009,15.0
17,Girona,Construcción,2010,15.0
17,Girona,Construcción,2011,13.75
17,Girona,Construcción,2012,15.0
17,Girona,Construcción,2013,15.0
17,Girona,Construcción,2014,15.0
17,Girona,Construcción,2015,12.75
17,Girona,Construcción,2016,15.0
17,Girona,Construcción,2017,15.0
17,Girona,Construcción,2018,15.0
17,Girona,Construcción,2019,15.0
17,Girona,Construcción,2020,13.0
17,Girona,Construcción,2021,13.25
17,Girona,Construcción,2022,13.0
17,Girona,Construcción,2023,13.25
17,Girona,Construcción,2024,15.0
17,Girona,Construcción,2025,12.0
17,Girona,Industria,2008,15.0
17,Girona,Industria,2009,15.0
17,Girona,Industria,2010,15.0
17,Girona,Industria,2011,15.0
17,Girona,Industria,2012,15.0
17,Girona,Industria,2013,15.75
17,Girona,Industria,2014,15.0
17,Girona,Industria,2015,15.0
17,Girona,Industria,2016,16.5
17,Girona,Industria,2017,15.0
17,Girona,Industria,2018,15.0
17,Girona,Industria,2019,15.0
17,Girona,Industria,2020,15.5
17,Girona,Industria,2021,15.0
17,Girona,Industria,2022,15.0
17,Girona,Industria,2023,15.0
17,Girona,Industria,2024,15.0
17,Girona,Industria,2025,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,12.25
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,13.25
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,14.75
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,13.25
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,12.75
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,12.5
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,12.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,15.0
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,12.25
17,Girona,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,15.0
17,Girona,Servicios,2008,25.75
17,Girona,Servicios,2009,25.75
17,Girona,Servicios,2010,15.0
17,Girona,Servicios,2011,15.0
17,Girona,Servicios,2012,26.25
17,Girona,Servicios,2013,15.0
17,Girona,Servicios,2014,15.0
17,Girona,Servicios,2015,15.0
17,Girona,Servicios,2016,15.0
17,Girona,Servicios,2017,27.25
17,Girona,Servicios,2018,15.0
17,Girona,Servicios,2019,15.0
17,Girona,Servicios,2020,15.0
17,Girona,Servicios,2021,15.0
17,Girona,Servicios,2022,15.0
17,Girona,Servicios,2023,15.0
17,Girona,Servicios,2024,15.0
17,Girona,Servicios,2025,15.0
18,Granada,Agricultura,2008,11.75
18,Granada,Agricultura,2009,13.0
18,Granada,Agricultura,2010,13.0
18,Granada,Agricultura,2011,13.0
18,Granada,Agricultura,2012,13.0
18,Granada,Agricultura,2013,13.0
18,Granada,Agricultura,2014,12.25
18,Granada,Agricultura,2015,12.5
18,Granada,Agricultura,2016,13.0
18,Granada,Agricultura,2017,13.0
18,Granada,Agricultura,2018,11.25
18,Granada,Agricultura,2019,12.75
18,Granada,Agricultura,2020,13.0
18,Granada,Agricultura,2021,11.75
18,Granada,Agricultura,2022,13.0
18,Granada,Agricultura,2023,11.25
18,Granada,Agricultura,2024,10.0
18,Granada,Agricultura,2025,13.0
18,Granada,Construcción,2008,13.0
18,Granada,Construcción,2009,12.75
18,Granada,Construcción,2010,13.0
18,Granada,Construcción,2011,13.0
18,Granada,Construcción,2012,11.0
18,Granada,Construcción,2013,13.0
18,Granada,Construcción,2014,13.0
18,Granada,Construcción,2015,13.0
18,Granada,Construcción,2016,13.0
18,Granada,Construcción,2017,9.25
18,Granada,Construcción,2018,13.0
18,Granada,Construcción,2019,13.0
18,Granada,Construcción,2020,11.25
18,Granada,Construcción,2021,11.0
18,Granada,Construcción,2022,13.0
18,Granada,Construcción,2023,11.75
18,Granada,Construcción,2024,10.0
18,Granada,Construcción,2025,13.0
18,Granada,Industria,2008,11.75
18,Granada,Industria,2009,13.0
18,Granada,Industria,2010,13.0
18,Granada,Industria,2011,10.25
18,Granada,Industria,2012,13.0
18,Granada,Industria,2013,13.0
18,Granada,Industria,2014,13.0
18,Granada,Industria,2015,13.0
18,Granada,Industria,2016,13.0
18,Granada,Industria,2017,13.0
18,Granada,Industria,2018,13.0
18,Granada,Industria,2019,11.5
18,Granada,Industria,2020,13.0
18,Granada,Industria,2021,13.0
18,Granada,Industria,2022,11.5
18,Granada,Industria,2023,13.0
18,Granada,Industria,2024,11.25
18,Granada,Industria,2025,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2008,11.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2009,12.5
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2010,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2011,13.5
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2012,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2013,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2014,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2015,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2016,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2017,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2018,11.75
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2019,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2020,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2021,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2022,12.5
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2023,13.0
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2024,12.75
18,Granada,Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año,2025,13.0
18,Granada,Servicios,2008,13.0
18,Granada,Servicios,2009,13.0
18,Granada,Servicios,2010,25.25
18,Granada,Servicios,2011,13.0
18,Granada,Servicios,2012,13.0
18,Granada,Servicios,2013,13.0
18,Granada,Servicios,2014,13.0
18,Granada,Servicios,2015,13.0
18,Granada,Servicios,2016,25.75
18,Granada,Servicios,2017,13.0
18,Granada,Servicios,2018,13.0
18,Granada,Servicios,2019,13.0
18,Granada,Servicios,2020,13.0
18,Granada,Servicios,2021,13.0
18,Granada,Servicios,2022,13.0
18,Granada,Servicios,2023,13.0
18,Granada,Servicios,2024,26.75
18,Granada,Servicios,2025,13.0
19,Guadalajara,Agricultura,2008,12.0
19,Guadalajara,Agricultura,2009,12.0
19,Guadalajara,Agricultura,2010,10.0
19,Guadalajara,Agricultura,2011,12.0
19,Guadalajara,Agricultura,2012,12.0
19,Guadalajara,Agricultura,2013,12.0
19,Guadalajara,Agricultura,2014,12.0
19,Guadalajara,Agricultura,2015,12.0
19,Guadalajara,Agricultura,2016,6.75
19,Guadalajara,Agricultura,2017,12.0
19,Guadalajara,Agricultura,2018,12.0
19,Guadalajara,Agricultura,2019,12.0
19,Guadalajara,Agricultura,2020,12.0
19,Guadalajara,Agricultura,2021,12.0
19,Guadalajara,Agricultura,2022,12.0
19,Guadalajara,Agricultura,2023,12.0
19,Guadalajara,Agricultura,2024,9.5
19,Guadalajara,Agricultura,2025,8.333333333333334
19,Guadalajara,Construcción,2008,12.0
19,Guadalajara,Construcción,2009,12.0
19,Guadalajara,Construcción,2010,11.5
19,Guadalajara,Construcción,2011,11.5
19,Guadalajara,Construcción,2012,12.0
19,Guadalajara,Construcción,2013,12.0
19,Guadalajara,Construcción,2014,10.25
19,Guadalajara,Construcción,2015,10.25
19,Guadalajara,Construcción,2016,10.5
19,Guadalajara,Construcción,2017,10.25
19,Guadalajara,Construcción,2018,12.0
19,Guadalajara,Construcción,2019,11.25
19,Guadalajara,Construcción,2020,8.75
19,Guadalajara,Construcción,2021,10.5
19,Guadalajara,Construcción,2022,12.0
19,Guadalajara,Construcción,2023,12.0
